"TIME";"DESTINATION";"DESTINATION_PLANET";"CREDITS";"LOOT_TYPE";"LOOT"
"2018-12-08 13:58:01";"Galatea";"Neptune";11600;"miscellaneous";"150 ENDO"
"2018-12-08 13:37:01";"Montes";"Venus";3800;"";""
"2018-12-08 13:34:02";"Suisei";"Mercury";5900;"resource";"Orokin Cell"
"2018-12-08 13:10:02";"Kala-azar";"Eris";12200;"blueprint";"Scindo Dagger-axe Skin"
"2018-12-08 12:50:02";"Selkie";"Sedna";13700;"";""
"2018-12-08 12:37:01";"Gulliver";"Phobos";5900;"blueprint";"Hydroid Triton Helmet"
"2018-12-08 12:11:01";"Calypso";"Saturn";10400;"blueprint";"Chroma Drac Helmet"
"2018-12-08 12:08:01";"Syrtis";"Mars";6200;"";""
"2018-12-08 12:07:01";"Ker";"Ceres";7400;"resource";"Nitain Extract"
"2018-12-08 11:56:01";"Martialis";"Mars";0;"resource";"Detonite Injector (3x)"
"2018-12-08 11:41:01";"Cressida";"Uranus";11300;"miscellaneous";"150 ENDO"
"2018-12-08 11:29:01";"Erpo";"Earth";3200;"";""
"2018-12-08 10:59:01";"Palus";"Pluto";13700;"blueprint";"Dark Dagger"
"2018-12-08 10:51:01";"Oestrus";"Eris";13400;"miscellaneous";"150 ENDO"
"2018-12-08 10:48:01";"Teshub";"Void";6500;"resource";"Void Traces (20x)"
"2018-12-08 10:32:01";"Paimon";"Europa";9800;"resource";"Nano Spores (3,000x)"
"2018-12-08 10:12:01";"Salacia";"Neptune";11900;"";""
"2018-12-08 10:07:02";"Suisei";"Mercury";5300;"";""
"2018-12-08 09:48:01";"Arval";"Mars";6200;"resource";"Polymer Bundle (300x)"
"2018-12-08 09:43:01";"Sharpless";"Phobos";6500;"miscellaneous";"100 ENDO"
"2018-12-08 09:24:01";"Lex";"Ceres";7700;"blueprint";"Gara Virago Helmet"
"2018-12-08 09:22:25";"Triton";"Neptune";0;"resource";"Sheev Blueprint"
"2018-12-08 08:57:01";"Metis";"Jupiter";7400;"blueprint";"Frost Squall Helmet"
"2018-12-08 08:38:01";"V Prime";"Venus";4700;"aura";"Sniper Scavenger"
"2018-12-08 08:33:02";"Mariana";"Earth";3500;"";""
"2018-12-08 08:27:01";"Calypso";"Saturn";10700;"";""
"2018-12-08 08:05:01";"Brugia";"Eris";13400;"blueprint";"Scindo Dagger-axe Skin"
"2018-12-08 07:41:01";"Charybdis";"Sedna";14000;"miscellaneous";"150 ENDO"
"2018-12-08 07:39:01";"Suisei";"Mercury";5600;"resource";"Salvage (300x)"
"2018-12-08 07:18:02";"Sharpless";"Phobos";6500;"";""
"2018-12-08 07:04:01";"Cerberus";"Pluto";13400;"";""
"2018-12-08 06:54:02";"Kokabiel";"Europa";9200;"resource";"Nitain Extract"
"2018-12-08 06:31:01";"Metis";"Jupiter";7700;"miscellaneous";"100 ENDO"
"2018-12-08 06:26:01";"Salacia";"Neptune";11900;"blueprint";"Mesa Longhorn Helmet"
"2018-12-08 06:22:01";"E Gate";"Venus";4100;"";""
"2018-12-08 05:39:01";"Cinxia";"Ceres";7100;"aura";"Rifle Scavenger"
"2018-12-08 05:35:01";"Enceladus";"Saturn";10400;"blueprint";"Heat Dagger"
"2018-12-08 05:14:01";"Tharsis";"Mars";5900;"blueprint";"Loki Essence Helmet"
"2018-12-08 05:07:02";"Cressida";"Uranus";11300;"";""
"2018-12-08 04:39:01";"Stribog";"Void";9200;"resource";"Void Traces (20x)"
"2018-12-08 04:31:01";"Marid";"Sedna";14300;"blueprint";"Fragor Brokk Skin"
"2018-12-08 04:16:01";"Sharpless";"Phobos";6200;"blueprint";"Harrow Suffragan Helmet"
"2018-12-08 03:57:01";"Adrastea";"Jupiter";8300;"resource";"Polymer Bundle (300x)"
"2018-12-08 03:40:02";"Baal";"Europa";9500;"resource";"Neurodes"
"2018-12-08 03:31:02";"Isos";"Eris";13400;"";""
"2018-12-08 03:15:01";"Pallas";"Ceres";7100;"";""
"2018-12-08 03:10:01";"E Gate";"Venus";4100;"resource";"Oxium (300x)"
"2018-12-08 03:01:01";"Triton";"Neptune";11300;"";""
"2018-12-08 02:54:01";"Augustus";"Mars";6200;"";""
"2018-12-08 02:41:01";"Morax";"Europa";0;"resource";"Fieldron (3x)"
"2018-12-08 02:31:02";"Suisei";"Mercury";5900;"aura";"Shield Disruption"
"2018-12-08 02:21:02";"Gulliver";"Phobos";5900;"miscellaneous";"100 ENDO"
"2018-12-08 02:00:02";"Cypress";"Pluto";14000;"miscellaneous";"150 ENDO"
"2018-12-08 01:50:01";"Anthe";"Saturn";0;"resource";"Snipetron Vandal Blueprint"
"2018-12-08 01:47:02";"Titan";"Saturn";10700;"resource";"Nitain Extract"
"2018-12-08 01:33:01";"Eurasia";"Earth";4400;"";""
"2018-12-08 01:21:01";"Oxomoco";"Void";12500;"blueprint";"Zephyr Cierzo Helmet"
"2018-12-08 01:01:02";"Naamah";"Europa";0;"resource";"Fieldron (3x)"
"2018-12-08 01:01:02";"Abaddon";"Europa";0;"resource";"Fieldron (3x)"
"2018-12-08 01:01:02";"Orias";"Europa";0;"resource";"Mutagen Mass (2x)"
"2018-12-08 01:01:01";"Valefor";"Europa";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-12-08 00:50:01";"Triton";"Neptune";11900;"miscellaneous";"150 ENDO"
"2018-12-08 00:28:01";"Cinxia";"Ceres";8000;"";""
"2018-12-08 00:20:01";"Baal";"Europa";9500;"blueprint";"Fragor Brokk Skin"
"2018-12-08 00:11:01";"Oestrus";"Eris";13700;"miscellaneous";"150 ENDO"
"2018-12-08 00:05:01";"Selkie";"Sedna";14600;"miscellaneous";"150 ENDO"
"2018-12-07 23:43:01";"Suisei";"Mercury";5900;"";""
"2018-12-07 23:27:01";"Anthe";"Saturn";9800;"resource";"Rubedo (450x)"
"2018-12-07 23:09:01";"Erpo";"Earth";3800;"miscellaneous";"80 ENDO"
"2018-12-07 22:51:01";"V Prime";"Venus";4400;"";""
"2018-12-07 22:39:02";"Oceanum";"Pluto";13400;"resource";"Oxium (300x)"
"2018-12-07 22:26:01";"Caelus";"Uranus";11600;"";""
"2018-12-07 22:19:01";"Hellas";"Mars";5600;"miscellaneous";"80 ENDO"
"2018-12-07 22:09:01";"Kokabiel";"Europa";0;"resource";"Fieldron (3x)"
"2018-12-07 22:06:02";"Thebe";"Jupiter";8300;"";""
"2018-12-07 21:50:02";"Fossa";"Venus";0;"resource";"Fieldron (3x)"
"2018-12-07 21:47:02";"Mot";"Void";14900;"resource";"Neural Sensors"
"2018-12-07 21:22:01";"Solium";"Eris";14000;"";""
"2018-12-07 21:11:02";"Despina";"Neptune";11000;"blueprint";"Excalibur Avalon Helmet"
"2018-12-07 20:51:02";"Eurasia";"Earth";4100;"miscellaneous";"80 ENDO"
"2018-12-07 20:47:02";"Paimon";"Europa";9500;"miscellaneous";"100 ENDO"
"2018-12-07 20:09:02";"Roche";"Phobos";6500;"resource";"Nitain Extract"
"2018-12-07 19:59:01";"Suisei";"Mercury";5600;"miscellaneous";"Animal Instinct"
"2018-12-07 19:55:01";"Aphrodite";"Venus";0;"resource";"Fieldron (3x)"
"2018-12-07 19:41:01";"Augustus";"Mars";6200;"resource";"Salvage (300x)"
"2018-12-07 19:27:02";"Selkie";"Sedna";12800;"";""
"2018-12-07 19:15:01";"Sycorax";"Uranus";10700;"miscellaneous";"150 ENDO"
"2018-12-07 19:07:02";"Helene";"Saturn";10100;"aura";"Energy Siphon"
"2018-12-07 19:00:02";"Ukko";"Void";12200;"resource";"Void Traces (20x)"
"2018-12-07 18:46:01";"Kala-azar";"Eris";12800;"";""
"2018-12-07 18:09:02";"Mariana";"Earth";3500;"miscellaneous";"80 ENDO"
"2018-12-07 18:03:02";"Kiste";"Ceres";7400;"resource";"Tellurium"
"2018-12-07 17:37:01";"Paimon";"Europa";8300;"blueprint";"Heat Dagger"
"2018-12-07 17:35:01";"Neso";"Neptune";12200;"miscellaneous";"150 ENDO"
"2018-12-07 17:34:02";"Roche";"Phobos";6200;"";""
"2018-12-07 17:08:02";"V Prime";"Venus";4700;"";""
"2018-12-07 16:55:01";"Naga";"Sedna";11900;"";""
"2018-12-07 16:33:01";"Regna";"Pluto";13700;"";""
"2018-12-07 16:18:01";"Baal";"Europa";0;"resource";"Forma Blueprint"
"2018-12-07 16:11:02";"Rosalind";"Uranus";11000;"resource";"Plastids (300x)"
"2018-12-07 15:43:01";"Metis";"Jupiter";8000;"";""
"2018-12-07 15:42:02";"Ares";"Mars";5900;"";""
"2018-12-07 15:22:01";"Titan";"Saturn";9500;"blueprint";"Jaw Sword"
"2018-12-07 15:10:02";"Cerberus";"Pluto";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-12-07 14:52:01";"Larissa";"Neptune";11900;"resource";"Nitain Extract"
"2018-12-07 14:47:01";"Draco";"Ceres";6800;"miscellaneous";"100 ENDO"
"2018-12-07 14:46:01";"Paimon";"Europa";8300;"";""
"2018-12-07 14:33:02";"V Prime";"Venus";5000;"miscellaneous";"Vigor"
"2018-12-07 14:11:01";"Lares";"Mercury";4700;"";""
"2018-12-07 13:38:01";"Erpo";"Earth";3500;"";""
"2018-12-07 13:29:01";"Palus";"Pluto";0;"resource";"Fieldron (3x)"
"2018-12-07 13:27:02";"Solium";"Eris";13700;"blueprint";"Dark Dagger"
"2018-12-07 13:08:02";"Spear";"Mars";5600;"blueprint";"Nyx Vespa Helmet"
"2018-12-07 12:59:01";"Amalthea";"Jupiter";8300;"blueprint";"Mirage Harlequin Helmet"
"2018-12-07 12:45:01";"Caliban";"Uranus";11000;"";""
"2018-12-07 12:20:01";"Abaddon";"Europa";9800;"miscellaneous";"100 ENDO"
"2018-12-07 12:14:01";"Nereid";"Neptune";12200;"blueprint";"Glaive"
"2018-12-07 12:11:01";"Cytherean";"Venus";0;"resource";"Mutagen Mass"
"2018-12-07 11:52:02";"Draco";"Ceres";7100;"miscellaneous";"100 ENDO"
"2018-12-07 11:42:02";"Montes";"Venus";5000;"resource";"Gallium"
"2018-12-07 11:08:01";"Oxomoco";"Void";13100;"resource";"Void Traces (20x)"
"2018-12-07 11:07:02";"Kiliken";"Venus";0;"resource";"Fieldron (3x)"
"2018-12-07 11:00:01";"Suisei";"Mercury";5600;"resource";"Argon Crystal"
"2018-12-07 10:55:01";"Lith";"Earth";3500;"blueprint";"Forma"
"2018-12-07 10:39:01";"Isos";"Eris";13700;"miscellaneous";"150 ENDO"
"2018-12-07 10:24:01";"Augustus";"Mars";5900;"miscellaneous";"80 ENDO"
"2018-12-07 10:02:01";"Paimon";"Europa";9800;"blueprint";"Ember Phoenix Helmet"
"2018-12-07 09:24:02";"Monolith";"Phobos";7100;"";""
"2018-12-07 09:12:01";"Ker";"Ceres";7400;"resource";"Nitain Extract"
"2018-12-07 09:06:01";"Enceladus";"Saturn";10100;"miscellaneous";"100 ENDO"
"2018-12-07 08:54:01";"Rusalka";"Sedna";13100;"resource";"Alloy Plate (1,500x)"
"2018-12-07 08:51:02";"Lares";"Mercury";6200;"miscellaneous";"80 ENDO"
"2018-12-07 08:33:02";"Adrastea";"Jupiter";8300;"resource";"Circuits (1,500x)"
"2018-12-07 08:02:02";"Ani";"Void";9800;"resource";"Void Traces (20x)"
"2018-12-07 07:50:01";"Palus";"Pluto";12800;"resource";"Control Module"
"2018-12-07 07:47:02";"Ares";"Mars";5600;"miscellaneous";"80 ENDO"
"2018-12-07 07:36:01";"Erpo";"Earth";3800;"";""
"2018-12-07 07:23:01";"Paimon";"Europa";9200;"blueprint";"Nyx Menticide Helmet"
"2018-12-07 07:00:01";"Kiliken";"Venus";3800;"miscellaneous";"80 ENDO"
"2018-12-07 06:47:01";"Nuovo";"Ceres";7100;"blueprint";"Scindo Manticore Skin"
"2018-12-07 06:38:01";"Kala-azar";"Eris";14900;"aura";"Dead Eye"
"2018-12-07 06:35:01";"Cressida";"Uranus";11300;"resource";"Morphics"
"2018-12-07 06:29:01";"Rusalka";"Sedna";12800;"resource";"Neural Sensors"
"2018-12-07 06:15:01";"Pantheon";"Mercury";4700;"miscellaneous";"80 ENDO"
"2018-12-07 05:59:01";"Alator";"Mars";6500;"miscellaneous";"80 ENDO"
"2018-12-07 05:34:01";"Enceladus";"Saturn";9800;"resource";"Circuits (1,500x)"
"2018-12-07 05:24:02";"Galilea";"Jupiter";7700;"";""
"2018-12-07 04:56:02";"Erpo";"Earth";3800;"";""
"2018-12-07 04:36:01";"Casta";"Ceres";6500;"resource";"Nitain Extract"
"2018-12-07 04:29:02";"Oxomoco";"Void";12500;"resource";"Void Traces (20x)"
"2018-12-07 03:56:01";"Rosalind";"Uranus";11000;"blueprint";"Limbo Magrite Helmet"
"2018-12-07 03:52:33";"E Gate";"Venus";0;"resource";"Mutagen Mass"
"2018-12-07 03:47:01";"Narcissus";"Pluto";13100;"";""
"2018-12-07 03:45:01";"Taveuni";"Kuva Fortress";12500;"resource";"Synthula (5x)"
"2018-12-07 03:33:01";"Cytherean";"Venus";4700;"";""
"2018-12-07 03:14:02";"Hydron";"Sedna";14900;"";""
"2018-12-07 02:34:01";"M Prime";"Mercury";5600;"resource";"Tellurium"
"2018-12-07 02:26:01";"Erpo";"Earth";3500;"miscellaneous";"Lethal Torrent"
"2018-12-07 02:09:01";"Ose";"Europa";9500;"";""
"2018-12-07 01:54:01";"Oxomoco";"Void";13100;"resource";"Void Traces (20x)"
"2018-12-07 01:39:02";"Kala-azar";"Eris";13400;"resource";"Orokin Cell"
"2018-12-07 01:36:01";"Kiste";"Ceres";7100;"resource";"Oxium (300x)"
"2018-12-07 01:13:01";"Thebe";"Jupiter";8600;"";""
"2018-12-07 01:00:02";"Alator";"Mars";6200;"blueprint";"Pangolin Sword"
"2018-12-07 00:55:02";"Unda";"Venus";0;"resource";"Mutagen Mass"
"2018-12-07 00:25:01";"Caelus";"Uranus";11600;"";""
"2018-12-07 00:22:01";"Ishtar";"Venus";5000;"";""
"2018-12-07 00:13:01";"Oceanum";"Pluto";12800;"";""
"2018-12-06 23:40:01";"Neso";"Neptune";11900;"blueprint";"Dark Sword"
"2018-12-06 23:37:01";"Pacific";"Earth";4400;"resource";"Nano Spores (3,000x)"
"2018-12-06 23:07:01";"Roche";"Phobos";6200;"miscellaneous";"100 ENDO"
"2018-12-06 22:57:01";"Ani";"Void";9800;"resource";"Void Traces (20x)"
"2018-12-06 22:52:01";"Naga";"Sedna";12200;"resource";"Nitain Extract"
"2018-12-06 22:48:01";"Helene";"Saturn";9200;"miscellaneous";"100 ENDO"
"2018-12-06 22:43:28";"Kiliken";"Venus";0;"resource";"Mutagen Mass"
"2018-12-06 22:18:02";"Orias";"Europa";9500;"";""
"2018-12-06 22:15:01";"Caelus";"Uranus";10700;"resource";"Morphics"
"2018-12-06 21:45:02";"Pantheon";"Mercury";4700;"blueprint";"Banshee Reverb Helmet"
"2018-12-06 21:45:01";"Lith";"Earth";3200;"";""
"2018-12-06 21:20:06";"Augustus";"Mars";7100;"miscellaneous";"80 ENDO"
"2018-12-06 21:14:02";"Narcissus";"Pluto";13400;"resource";"Neural Sensors"
"2018-12-06 20:43:01";"Unda";"Venus";4700;"";""
"2018-12-06 20:39:01";"Draco";"Ceres";7100;"blueprint";"Vauban Esprit Helmet"
"2018-12-06 20:26:02";"Proteus";"Neptune";0;"resource";"Mutagen Mass (2x)"
"2018-12-06 20:17:01";"Nereid";"Neptune";11900;"";""
"2018-12-06 20:15:01";"Roche";"Phobos";5900;"miscellaneous";"100 ENDO"
"2018-12-06 20:14:01";"Rhea";"Saturn";0;"resource";"Fieldron (3x)"
"2018-12-06 19:59:01";"Ophelia";"Uranus";10400;"";""
"2018-12-06 19:47:02";"Keeler";"Saturn";10100;"miscellaneous";"Wildfire"
"2018-12-06 19:31:02";"Pacific";"Earth";4400;"";""
"2018-12-06 19:08:02";"Hydra";"Pluto";12500;"";""
"2018-12-06 19:06:02";"Metis";"Jupiter";8000;"";""
"2018-12-06 19:00:01";"Spear";"Mars";6800;"resource";"Orokin Cell"
"2018-12-06 18:34:01";"Solium";"Eris";13100;"";""
"2018-12-06 18:28:02";"Psamathe";"Neptune";0;"resource";"Fieldron (3x)"
"2018-12-06 18:28:02";"Sao";"Neptune";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-12-06 18:05:01";"Montes";"Venus";4700;"aura";"Pistol Scavenger"
"2018-12-06 17:57:01";"Ker";"Ceres";7700;"resource";"Nitain Extract"
"2018-12-06 17:49:02";"Monolith";"Phobos";7100;"blueprint";"Ash Scorpion Helmet"
"2018-12-06 17:33:01";"Teshub";"Void";7100;"resource";"Void Traces (20x)"
"2018-12-06 17:31:01";"Suisei";"Mercury";5300;"";""
"2018-12-06 17:05:01";"Hydron";"Sedna";14300;"resource";"Ferrite (3,000x)"
"2018-12-06 16:42:01";"Salacia";"Neptune";11300;"";""
"2018-12-06 16:24:02";"Cressida";"Uranus";11000;"";""
"2018-12-06 16:13:01";"Laomedeia";"Neptune";0;"resource";"Fieldron (3x)"
"2018-12-06 16:06:01";"Martialis";"Mars";6200;"resource";"Argon Crystal"
"2018-12-06 16:04:01";"Cassini";"Saturn";9800;"miscellaneous";"Chilling Reload"
"2018-12-06 15:36:01";"Adrastea";"Jupiter";8600;"miscellaneous";"100 ENDO"
"2018-12-06 15:14:01";"Regna";"Pluto";14300;"";""
"2018-12-06 15:10:02";"Cervantes";"Earth";4400;"miscellaneous";"80 ENDO"
"2018-12-06 14:59:01";"Oestrus";"Eris";14000;"miscellaneous";"Ice Storm"
"2018-12-06 14:31:02";"Monolith";"Phobos";7100;"miscellaneous";"100 ENDO"
"2018-12-06 14:23:01";"Salacia";"Neptune";12500;"";""
"2018-12-06 14:01:01";"Orias";"Europa";9500;"";""
"2018-12-06 13:55:02";"Syrtis";"Mars";6200;"aura";"Speed Holster"
"2018-12-06 13:23:01";"Caelus";"Uranus";10400;"";""
"2018-12-06 13:07:01";"Thebe";"Jupiter";8600;"miscellaneous";"100 ENDO"
"2018-12-06 13:07:01";"Suisei";"Mercury";5600;"miscellaneous";"80 ENDO"
"2018-12-06 12:51:01";"Thon";"Ceres";7700;"resource";"Nitain Extract"
"2018-12-06 12:51:01";"Everest";"Earth";3800;"blueprint";"Heat Dagger"
"2018-12-06 12:26:01";"Hydra";"Pluto";12800;"blueprint";"Revenant Vania Helmet"
"2018-12-06 12:16:01";"Xini";"Eris";13400;"miscellaneous";"150 ENDO"
"2018-12-06 12:10:01";"Gulliver";"Phobos";6800;"blueprint";"Orokin Catalyst"
"2018-12-06 11:51:01";"Valefor";"Europa";8900;"";""
"2018-12-06 11:32:01";"Syrtis";"Mars";6500;"";""
"2018-12-06 10:59:01";"Tiwaz";"Void";10100;"resource";"Void Traces (20x)"
"2018-12-06 10:58:01";"Linea";"Venus";4700;"aura";"Physique"
"2018-12-06 10:43:02";"Kiste";"Ceres";7100;"resource";"Control Module"
"2018-12-06 10:35:02";"Desdemona";"Uranus";11300;"blueprint";"Nova Flux Helmet"
"2018-12-06 10:18:01";"Calypso";"Saturn";10400;"miscellaneous";"100 ENDO"
"2018-12-06 10:07:01";"Cerberus";"Pluto";14900;"blueprint";"Nezha Jinza Helmet"
"2018-12-06 09:36:02";"Boethius";"Mercury";5600;"";""
"2018-12-06 09:31:01";"Sorath";"Europa";9200;"aura";"Rifle Amp"
"2018-12-06 09:00:01";"Monolith";"Phobos";7100;"";""
"2018-12-06 08:41:01";"Neso";"Neptune";11600;"resource";"Neural Sensors"
"2018-12-06 08:24:01";"Thebe";"Jupiter";8300;"resource";"Argon Crystal"
"2018-12-06 08:17:01";"Stribog";"Void";10100;"resource";"Alloy Plate (1,500x)"
"2018-12-06 08:00:01";"Ultor";"Mars";6500;"miscellaneous";"80 ENDO"
"2018-12-06 07:51:02";"Cervantes";"Earth";4700;"resource";"Morphics"
"2018-12-06 07:36:02";"Ares";"Mars";0;"resource";"Mutagen Mass"
"2018-12-06 07:36:02";"Vallis";"Mars";0;"resource";"Detonite Injector (3x)"
"2018-12-06 07:36:01";"War";"Mars";0;"resource";"Mutagen Mass"
"2018-12-06 06:40:01";"Roche";"Phobos";6200;"resource";"Plastids (300x)"
"2018-12-06 06:05:01";"Ophelia";"Uranus";11300;"resource";"Nitain Extract"
"2018-12-06 05:54:01";"Valefor";"Europa";8300;"";""
"2018-12-06 05:46:02";"Casta";"Ceres";6800;"blueprint";"Vauban Chassis"
"2018-12-06 05:25:02";"Hydron";"Sedna";14900;"blueprint";"Volt Storm Helmet"
"2018-12-06 05:09:01";"Martialis";"Mars";0;"resource";"Mutagen Mass"
"2018-12-06 05:09:01";"Aten";"Void";15200;"resource";"Void Traces (20x)"
"2018-12-06 05:07:01";"Palus";"Pluto";14600;"";""
"2018-12-06 04:22:01";"Saxis";"Eris";13100;"";""
"2018-12-06 04:03:01";"Linea";"Venus";4400;"";""
"2018-12-06 04:01:01";"Helene";"Saturn";10400;"miscellaneous";"100 ENDO"
"2018-12-06 03:54:02";"Neso";"Neptune";11900;"blueprint";"Heat Sword"
"2018-12-06 03:19:01";"Vallis";"Mars";6200;"";""
"2018-12-06 03:07:02";"Kappa";"Sedna";14300;"";""
"2018-12-06 02:57:02";"Everest";"Earth";4100;"";""
"2018-12-06 02:56:01";"Iliad";"Phobos";0;"resource";"Mutalist Alad V Nav Coordinate"
"2018-12-06 02:44:01";"Boethius";"Mercury";5900;"blueprint";"Equinox Clisthert Helm"
"2018-12-06 02:28:01";"Galilea";"Jupiter";8300;"miscellaneous";"100 ENDO"
"2018-12-06 02:11:01";"Belenus";"Void";12800;"resource";"Void Traces (20x)"
"2018-12-06 01:55:02";"Orias";"Europa";9200;"miscellaneous";"100 ENDO"
"2018-12-06 01:50:02";"Rotuma";"Kuva Fortress";12200;"resource";"Synthula (5x)"
"2018-12-06 01:49:01";"Casta";"Ceres";7700;"blueprint";"Chroma Drac Helmet"
"2018-12-06 01:33:02";"Dione";"Saturn";9500;"";""
"2018-12-06 00:43:01";"Triton";"Neptune";11900;"resource";"Nitain Extract"
"2018-12-06 00:38:02";"Hydron";"Sedna";13400;"blueprint";"Mirage Harlequin Helmet"
"2018-12-06 00:24:01";"Monolith";"Phobos";0;"resource";"Mutagen Mass (2x)"
"2018-12-06 00:20:01";"Caliban";"Uranus";10700;"";""
"2018-12-06 00:07:02";"Cervantes";"Earth";4700;"";""
"2018-12-05 23:58:01";"Palus";"Pluto";13700;"miscellaneous";"150 ENDO"
"2018-12-05 23:28:02";"Metis";"Jupiter";7700;"resource";"Polymer Bundle (300x)"
"2018-12-05 23:28:01";"Martialis";"Mars";6200;"blueprint";"Wukong Macak Helmet"
"2018-12-05 23:09:01";"Paimon";"Europa";9500;"blueprint";"Trinity Aura Helmet"
"2018-12-05 22:55:02";"Cytherean";"Venus";0;"resource";"Fieldron (3x)"
"2018-12-05 22:45:01";"Anthe";"Saturn";9500;"";""
"2018-12-05 22:40:02";"Stickney";"Phobos";7100;"";""
"2018-12-05 22:32:01";"Montes";"Venus";5000;"blueprint";"Fragor Brokk Skin"
"2018-12-05 21:59:02";"Lares";"Mercury";5600;"";""
"2018-12-05 21:55:01";"Pallas";"Ceres";6800;"miscellaneous";"100 ENDO"
"2018-12-05 21:53:01";"Aten";"Void";16100;"blueprint";"Ceramic Dagger"
"2018-12-05 21:24:01";"Caliban";"Uranus";11000;"";""
"2018-12-05 21:13:02";"Kokabiel";"Europa";9200;"";""
"2018-12-05 21:06:01";"Ultor";"Mars";6800;"resource";"Neural Sensors"
"2018-12-05 20:40:01";"Cervantes";"Earth";4400;"";""
"2018-12-05 20:24:02";"Montes";"Venus";5000;"resource";"Rubedo (450x)"
"2018-12-05 20:21:02";"Gulliver";"Phobos";6200;"";""
"2018-12-05 20:05:01";"Helene";"Saturn";10100;"";""
"2018-12-05 19:50:02";"Triton";"Neptune";11900;"resource";"Nitain Extract"
"2018-12-05 19:17:01";"Thebe";"Jupiter";8300;"miscellaneous";"100 ENDO"
"2018-12-05 19:15:02";"Kiste";"Ceres";7400;"blueprint";"Jaw Sword"
"2018-12-05 18:46:01";"Vallis";"Mars";6500;"blueprint";"Ash Scorpion Helmet"
"2018-12-05 18:23:01";"Mithra";"Void";15500;"resource";"Void Traces (20x)"
"2018-12-05 18:16:01";"Erpo";"Earth";3500;"miscellaneous";"80 ENDO"
"2018-12-05 18:02:01";"Nimus";"Eris";12500;"resource";"Polymer Bundle (300x)"
"2018-12-05 17:53:02";"Cytherean";"Venus";4700;"blueprint";"Limbo Aristeas Helmet"
"2018-12-05 17:34:02";"Monolith";"Phobos";6800;"miscellaneous";"100 ENDO"
"2018-12-05 17:13:01";"Sycorax";"Uranus";10100;"";""
"2018-12-05 16:51:02";"Salacia";"Neptune";11300;"resource";"Tellurium"
"2018-12-05 16:44:02";"Boethius";"Mercury";5900;"";""
"2018-12-05 16:38:01";"Orias";"Europa";9200;"miscellaneous";"100 ENDO"
"2018-12-05 16:18:02";"Oxomoco";"Void";13400;"resource";"Salvage (300x)"
"2018-12-05 16:07:02";"Ker";"Ceres";7400;"miscellaneous";"100 ENDO"
"2018-12-05 15:48:02";"Keeler";"Saturn";10100;"miscellaneous";"100 ENDO"
"2018-12-05 15:45:01";"Ara";"Mars";6200;"";""
"2018-12-05 15:24:01";"V Prime";"Venus";4100;"blueprint";"Harrow Suffragan Helmet"
"2018-12-05 15:13:01";"Acheron";"Pluto";14300;"";""
"2018-12-05 14:59:01";"Sycorax";"Uranus";10400;"miscellaneous";"150 ENDO"
"2018-12-05 14:42:01";"Carpo";"Jupiter";8300;"resource";"Nitain Extract"
"2018-12-05 14:15:01";"Galatea";"Neptune";11000;"miscellaneous";"Vigor"
"2018-12-05 13:48:01";"Naga";"Sedna";13100;"miscellaneous";"150 ENDO"
"2018-12-05 13:36:01";"Caloris";"Mercury";5000;"blueprint";"Ceramic Dagger"
"2018-12-05 13:28:01";"Skyresh";"Phobos";6800;"miscellaneous";"100 ENDO"
"2018-12-05 13:19:01";"Alator";"Mars";5900;"miscellaneous";"80 ENDO"
"2018-12-05 13:18:01";"Enceladus";"Saturn";0;"resource";"Snipetron Vandal Barrel"
"2018-12-05 13:01:01";"Saxis";"Eris";14000;"";""
"2018-12-05 12:46:02";"Stribog";"Void";9200;"blueprint";"Excalibur Avalon Helmet"
"2018-12-05 12:19:01";"Sorath";"Europa";8900;"";""
"2018-12-05 12:16:01";"Cinxia";"Ceres";7700;"miscellaneous";"100 ENDO"
"2018-12-05 11:51:02";"Calypso";"Saturn";0;"resource";"Dera Vandal Blueprint"
"2018-12-05 11:46:02";"Elara";"Jupiter";7400;"blueprint";"Ash Locust Helmet"
"2018-12-05 11:42:01";"Rusalka";"Sedna";13400;"";""
"2018-12-05 11:28:01";"Salacia";"Neptune";11900;"";""
"2018-12-05 11:05:01";"Oceanum";"Pluto";13100;"";""
"2018-12-05 11:01:01";"Everest";"Earth";3200;"blueprint";"Saryn Hemlock Helmet"
"2018-12-05 10:40:01";"Rosalind";"Uranus";11300;"";""
"2018-12-05 10:06:01";"Belenus";"Void";13100;"resource";"Void Traces (20x)"
"2018-12-05 10:04:01";"Caloris";"Mercury";4700;"miscellaneous";"80 ENDO"
"2018-12-05 09:38:01";"Paimon";"Europa";8600;"resource";"Control Module"
"2018-12-05 09:18:01";"Adrastea";"Jupiter";8300;"miscellaneous";"100 ENDO"
"2018-12-05 09:09:01";"Syrtis";"Mars";5900;"resource";"Nitain Extract"
"2018-12-05 08:54:01";"Unda";"Venus";4400;"";""
"2018-12-05 08:51:02";"Nimus";"Eris";14000;"resource";"Ferrite (3,000x)"
"2018-12-05 08:42:01";"Draco";"Ceres";7700;"";""
"2018-12-05 08:15:01";"Proteus";"Neptune";11600;"";""
